Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr,Rc,Rd,Ri,Hc,Hd,Hi
2025-07-17_084008,27.0,38.0,78.0,2.7,3.7,4.2,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_090008,24.0,50.0,150.0,2.6,3.7,4.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_092008,26.0,77.0,113.0,4.3,6.1,8.3,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_094008,38.0,101.0,153.0,1.8,3.4,8.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_100008,24.0,79.0,143.0,1.9,4.9,9.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_102008,108.0,74.0,332.0,2.5,3.9,5.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_104011,25.0,72.0,111.0,3.5,4.5,6.7,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_110008,38.0,71.0,98.0,3.4,6.0,7.3,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_112008,28.0,55.0,73.0,3.5,5.8,10.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_114008,14.0,57.0,84.0,2.0,5.2,7.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_120008,26.0,101.0,143.0,1.6,2.4,3.7,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_122008,67.0,24.0,349.0,6.6,8.3,9.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_124008,59.0,94.0,136.0,3.2,5.4,8.8,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_130008,69.0,100.0,119.0,0.9,4.9,6.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_132008,42.0,109.0,139.0,2.4,3.1,4.8,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_134008,77.0,118.0,146.0,0.9,2.1,3.7,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_140008,61.0,157.0,216.0,0.2,0.7,1.3,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_142008,40.0,62.0,108.0,2.1,5.9,7.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_144008,17.0,46.0,88.0,2.8,6.4,9.6,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_150008,27.0,48.0,69.0,3.6,7.1,9.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_152008,27.0,64.0,137.0,4.0,9.3,15.3,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_154008,27.0,44.0,62.0,6.9,9.6,11.7,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_160008,104.0,41.0,251.0,0.6,1.8,3.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_162008,119.0,136.0,154.0,0.8,3.7,5.0,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_164008,56.0,113.0,149.0,1.3,3.4,4.8,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_170008,10.0,26.0,47.0,3.6,4.5,5.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_172008,195.0,219.0,248.0,0.9,1.4,2.0,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_174008,59.0,114.0,180.0,0.9,1.6,2.9,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_180008,161.0,174.0,183.0,0.7,1.0,1.2,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_182008,114.0,158.0,171.0,0.7,1.4,1.8,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_184008,204.0,74.0,286.0,0.6,1.1,3.8,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_190008,186.0,226.0,267.0,0.4,0.7,1.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_192008,64.0,184.0,243.0,0.5,0.9,1.3,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_194008,20.0,66.0,98.0,0.9,1.3,2.1,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_200008,10.0,75.0,123.0,2.4,5.8,7.6,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_202008,96.0,28.0,311.0,1.1,3.4,7.6,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_204008,12.0,66.0,96.0,0.5,1.4,4.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_210008,130.0,229.0,297.0,0.8,1.1,1.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_212008,9.0,17.0,42.0,0.6,2.0,2.7,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_214008,24.0,105.0,130.0,1.3,2.2,3.2,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_220008,28.0,50.0,88.0,3.7,4.7,5.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_222008,14.0,66.0,119.0,1.9,4.2,5.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_224008,124.0,135.0,150.0,1.6,2.1,2.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_230008,56.0,14.0,315.0,0.4,1.0,2.0,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_232008,64.0,332.0,77.0,0.3,1.2,2.4,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_234008,59.0,131.0,234.0,1.2,1.8,2.5,VPMI.2025.198.0R1.csv,,,,,,,,,,,,,
2025-07-17_000006,,,,,,,VPMI.2025.198.0R2.csv,10.4,60.3,801.7,,,,,,,,,,
2025-07-17_002006,,,,,,,VPMI.2025.198.0R2.csv,10.2,60.1,800.7,,,,,,,,,,
2025-07-17_004006,,,,,,,VPMI.2025.198.0R2.csv,10.3,60.3,801.3,,,,,,,,,,
2025-07-17_010006,,,,,,,VPMI.2025.198.0R2.csv,10.5,60.5,802.2,,,,,,,,,,
2025-07-17_012006,,,,,,,VPMI.2025.198.0R2.csv,10.7,60.7,803.5,,,,,,,,,,
2025-07-17_014006,,,,,,,VPMI.2025.198.0R2.csv,10.5,60.4,802.2,,,,,,,,,,
2025-07-17_020006,,,,,,,VPMI.2025.198.0R2.csv,10.6,60.6,802.9,,,,,,,,,,
2025-07-17_022006,,,,,,,VPMI.2025.198.0R2.csv,10.2,60.2,800.7,,,,,,,,,,
2025-07-17_024006,,,,,,,VPMI.2025.198.0R2.csv,10.5,60.5,801.1,,,,,,,,,,
2025-07-17_030006,,,,,,,VPMI.2025.198.0R2.csv,10.2,60.1,800.7,,,,,,,,,,
2025-07-17_032006,,,,,,,VPMI.2025.198.0R2.csv,9.8,59.7,798.5,,,,,,,,,,
2025-07-17_034006,,,,,,,VPMI.2025.198.0R2.csv,9.9,59.8,799.2,,,,,,,,,,
2025-07-17_040006,,,,,,,VPMI.2025.198.0R2.csv,9.4,59.4,796.9,,,,,,,,,,
2025-07-17_042006,,,,,,,VPMI.2025.198.0R2.csv,9.2,59.1,795.7,,,,,,,,,,
2025-07-17_044006,,,,,,,VPMI.2025.198.0R2.csv,9.2,59.2,796.0,,,,,,,,,,
2025-07-17_050006,,,,,,,VPMI.2025.198.0R2.csv,9.1,59.0,795.1,,,,,,,,,,
2025-07-17_052006,,,,,,,VPMI.2025.198.0R2.csv,8.8,58.8,793.8,,,,,,,,,,
2025-07-17_054006,,,,,,,VPMI.2025.198.0R2.csv,8.4,58.4,791.9,,,,,,,,,,
2025-07-17_060006,,,,,,,VPMI.2025.198.0R2.csv,8.2,58.1,790.7,,,,,,,,,,
2025-07-17_062006,,,,,,,VPMI.2025.198.0R2.csv,8.1,58.0,790.1,,,,,,,,,,
2025-07-17_064006,,,,,,,VPMI.2025.198.0R2.csv,8.0,58.0,789.8,,,,,,,,,,
2025-07-17_070006,,,,,,,VPMI.2025.198.0R2.csv,7.9,57.9,789.4,,,,,,,,,,
2025-07-17_072006,,,,,,,VPMI.2025.198.0R2.csv,8.0,57.9,789.7,,,,,,,,,,
2025-07-17_074006,,,,,,,VPMI.2025.198.0R2.csv,8.0,58.0,789.8,,,,,,,,,,
2025-07-17_080006,,,,,,,VPMI.2025.198.0R2.csv,7.8,57.8,788.8,,,,,,,,,,
2025-07-17_082006,,,,,,,VPMI.2025.198.0R2.csv,7.7,57.6,788.2,,,,,,,,,,
2025-07-17_084006,,,,,,,VPMI.2025.198.0R2.csv,7.7,57.6,788.2,,,,,,,,,,
2025-07-17_090006,,,,,,,VPMI.2025.198.0R2.csv,7.8,57.8,788.8,,,,,,,,,,
2025-07-17_092006,,,,,,,VPMI.2025.198.0R2.csv,6.9,56.9,784.4,,,,,,,,,,
2025-07-17_094006,,,,,,,VPMI.2025.198.0R2.csv,7.2,57.2,786.0,,,,,,,,,,
2025-07-17_100006,,,,,,,VPMI.2025.198.0R2.csv,7.2,57.2,786.0,,,,,,,,,,
2025-07-17_102006,,,,,,,VPMI.2025.198.0R2.csv,7.0,57.0,785.1,,,,,,,,,,
2025-07-17_104006,,,,,,,VPMI.2025.198.0R2.csv,6.8,56.7,783.5,,,,,,,,,,
2025-07-17_110006,,,,,,,VPMI.2025.198.0R2.csv,7.4,57.3,786.6,,,,,,,,,,
2025-07-17_112006,,,,,,,VPMI.2025.198.0R2.csv,7.4,57.4,786.9,,,,,,,,,,
2025-07-17_114006,,,,,,,VPMI.2025.198.0R2.csv,7.3,57.3,786.3,,,,,,,,,,
2025-07-17_120006,,,,,,,VPMI.2025.198.0R2.csv,7.3,57.3,786.3,,,,,,,,,,
2025-07-17_122006,,,,,,,VPMI.2025.198.0R2.csv,7.3,57.3,786.3,,,,,,,,,,
2025-07-17_124006,,,,,,,VPMI.2025.198.0R2.csv,7.6,57.6,787.9,,,,,,,,,,
2025-07-17_130006,,,,,,,VPMI.2025.198.0R2.csv,7.7,57.7,788.2,,,,,,,,,,
2025-07-17_132006,,,,,,,VPMI.2025.198.0R2.csv,7.6,57.6,787.9,,,,,,,,,,
2025-07-17_134006,,,,,,,VPMI.2025.198.0R2.csv,7.8,57.8,789.2,,,,,,,,,,
2025-07-17_140006,,,,,,,VPMI.2025.198.0R2.csv,8.1,58.1,790.7,,,,,,,,,,
2025-07-17_142006,,,,,,,VPMI.2025.198.0R2.csv,8.4,58.4,792.2,,,,,,,,,,
2025-07-17_144005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.7,,,,,,,,,,
2025-07-17_150005,,,,,,,VPMI.2025.198.0R2.csv,6.6,56.6,782.9,,,,,,,,,,
2025-07-17_152005,,,,,,,VPMI.2025.198.0R2.csv,7.8,57.8,788.8,,,,,,,,,,
2025-07-17_154005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.3,,,,,,,,,,
2025-07-17_160005,,,,,,,VPMI.2025.198.0R2.csv,8.6,58.6,792.9,,,,,,,,,,
2025-07-17_162005,,,,,,,VPMI.2025.198.0R2.csv,8.9,58.8,794.2,,,,,,,,,,
2025-07-17_164005,,,,,,,VPMI.2025.198.0R2.csv,8.8,58.8,793.8,,,,,,,,,,
2025-07-17_170005,,,,,,,VPMI.2025.198.0R2.csv,8.8,58.8,793.8,,,,,,,,,,
2025-07-17_172005,,,,,,,VPMI.2025.198.0R2.csv,9.0,59.0,794.7,,,,,,,,,,
2025-07-17_174005,,,,,,,VPMI.2025.198.0R2.csv,8.5,58.5,792.3,,,,,,,,,,
2025-07-17_180005,,,,,,,VPMI.2025.198.0R2.csv,9.2,59.1,795.7,,,,,,,,,,
2025-07-17_182005,,,,,,,VPMI.2025.198.0R2.csv,8.9,58.8,794.2,,,,,,,,,,
2025-07-17_184005,,,,,,,VPMI.2025.198.0R2.csv,9.0,59.0,794.8,,,,,,,,,,
2025-07-17_190005,,,,,,,VPMI.2025.198.0R2.csv,8.8,58.8,793.8,,,,,,,,,,
2025-07-17_192005,,,,,,,VPMI.2025.198.0R2.csv,9.0,59.0,794.7,,,,,,,,,,
2025-07-17_194005,,,,,,,VPMI.2025.198.0R2.csv,8.4,58.4,791.9,,,,,,,,,,
2025-07-17_200005,,,,,,,VPMI.2025.198.0R2.csv,8.2,58.1,790.7,,,,,,,,,,
2025-07-17_202005,,,,,,,VPMI.2025.198.0R2.csv,8.1,58.1,790.7,,,,,,,,,,
2025-07-17_204005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.3,,,,,,,,,,
2025-07-17_210005,,,,,,,VPMI.2025.198.0R2.csv,8.1,58.1,790.7,,,,,,,,,,
2025-07-17_212005,,,,,,,VPMI.2025.198.0R2.csv,7.7,57.7,788.2,,,,,,,,,,
2025-07-17_214005,,,,,,,VPMI.2025.198.0R2.csv,7.9,57.9,789.4,,,,,,,,,,
2025-07-17_220005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.3,,,,,,,,,,
2025-07-17_222005,,,,,,,VPMI.2025.198.0R2.csv,8.5,58.5,792.2,,,,,,,,,,
2025-07-17_224005,,,,,,,VPMI.2025.198.0R2.csv,8.7,58.6,793.2,,,,,,,,,,
2025-07-17_230005,,,,,,,VPMI.2025.198.0R2.csv,8.2,58.2,791.0,,,,,,,,,,
2025-07-17_232005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.3,,,,,,,,,,
2025-07-17_234005,,,,,,,VPMI.2025.198.0R2.csv,8.3,58.3,791.3,,,,,,,,,,
2025-07-17_000057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_002057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_004057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_010057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_012057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_014057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_020057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_022057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_024057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_030057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_032057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_034057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_040057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_042057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_044057,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_050056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_052056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_054056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_060056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_062056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_064056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_070056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_072056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_074056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_080056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_082056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_084056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_090056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_092056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_094056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_100056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_102056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_104056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_110056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_112056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_114056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_120056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_122056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_124056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_130056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_132056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_134056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21380.0,0.0,0.1,40.0,0.0
2025-07-17_140056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21390.0,0.0,0.1,40.0,0.0
2025-07-17_142056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21390.0,0.0,0.1,40.0,0.0
2025-07-17_144056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21410.0,0.0,0.1,40.0,0.0
2025-07-17_150056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21440.0,0.0,0.1,40.0,0.0
2025-07-17_152056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21460.0,0.0,0.1,40.0,0.0
2025-07-17_154056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21470.0,2.8,0.1,40.0,0.0
2025-07-17_160056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21480.0,0.0,0.1,40.0,0.0
2025-07-17_162056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21570.0,0.6,0.1,40.0,0.0
2025-07-17_164056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21680.0,0.0,0.1,40.0,0.0
2025-07-17_170056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,21750.0,0.0,0.1,40.0,0.0
2025-07-17_172056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,22170.0,0.0,0.1,40.0,0.0
2025-07-17_174056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,22580.0,0.0,0.1,40.0,0.0
2025-07-17_180056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,22950.0,1.5,0.1,40.0,0.0
2025-07-17_182056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23350.0,0.2,0.1,40.0,0.0
2025-07-17_184056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23540.0,0.0,0.1,40.0,0.0
2025-07-17_190056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23570.0,0.3,0.1,40.0,0.0
2025-07-17_192056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.1,0.1,40.0,0.0
2025-07-17_194056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_200056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_202056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_204056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_210056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_212056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_214056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_220056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_222056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_224056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_230056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_232056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_234056,,,,,,,VPMI.2025.198.0R3.csv,,,,,,,,655.35,23690.0,0.0,0.1,40.0,0.0
2025-07-17_000005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.9,0.0,13.0,3.618,,,,,,
2025-07-17_002005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.0,0.0,13.0,3.617,,,,,,
2025-07-17_004005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.2,0.0,13.0,3.617,,,,,,
2025-07-17_010005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.5,0.0,13.0,3.617,,,,,,
2025-07-17_012005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.8,0.0,13.0,3.617,,,,,,
2025-07-17_014005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.4,0.0,13.0,3.617,,,,,,
2025-07-17_020005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.8,0.0,12.9,3.618,,,,,,
2025-07-17_022005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.5,0.0,12.9,3.618,,,,,,
2025-07-17_024005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.6,0.0,12.9,3.618,,,,,,
2025-07-17_030005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.5,0.0,12.9,3.618,,,,,,
2025-07-17_032005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.6,0.0,12.9,3.617,,,,,,
2025-07-17_034005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.9,0.0,12.9,3.618,,,,,,
2025-07-17_040005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.7,0.0,12.9,3.617,,,,,,
2025-07-17_042005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.4,0.0,12.9,3.617,,,,,,
2025-07-17_044005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.5,0.0,12.9,3.617,,,,,,
2025-07-17_050005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.5,0.0,12.8,3.617,,,,,,
2025-07-17_052006,,,,,,,VPMI.2025.198.0R5.csv,,,,12.4,0.0,12.8,3.618,,,,,,
2025-07-17_054005,,,,,,,VPMI.2025.198.0R5.csv,,,,12.0,0.0,12.8,3.618,,,,,,
2025-07-17_060005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.5,0.0,12.8,3.617,,,,,,
2025-07-17_062005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.6,0.0,12.8,3.618,,,,,,
2025-07-17_064005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.5,0.0,12.8,3.617,,,,,,
2025-07-17_070005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.6,0.0,12.8,3.618,,,,,,
2025-07-17_072005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.6,0.0,12.8,3.617,,,,,,
2025-07-17_074005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.6,0.0,12.8,3.618,,,,,,
2025-07-17_080005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.4,0.0,12.8,3.617,,,,,,
2025-07-17_082005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.3,0.0,12.8,3.617,,,,,,
2025-07-17_084005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.2,0.0,12.8,3.618,,,,,,
2025-07-17_090005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.3,0.0,12.7,3.617,,,,,,
2025-07-17_092005,,,,,,,VPMI.2025.198.0R5.csv,,,,10.4,0.0,12.8,3.617,,,,,,
2025-07-17_094005,,,,,,,VPMI.2025.198.0R5.csv,,,,10.6,0.0,12.7,3.617,,,,,,
2025-07-17_100005,,,,,,,VPMI.2025.198.0R5.csv,,,,10.8,0.0,12.7,3.617,,,,,,
2025-07-17_102005,,,,,,,VPMI.2025.198.0R5.csv,,,,10.4,0.0,12.7,3.617,,,,,,
2025-07-17_104005,,,,,,,VPMI.2025.198.0R5.csv,,,,9.9,0.0,12.7,3.617,,,,,,
2025-07-17_110005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.0,0.0,12.7,3.617,,,,,,
2025-07-17_112005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.1,0.0,12.7,3.617,,,,,,
2025-07-17_114005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.1,0.0,12.7,3.617,,,,,,
2025-07-17_120005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.1,0.0,12.7,3.617,,,,,,
2025-07-17_122005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.2,0.0,12.8,3.618,,,,,,
2025-07-17_124005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.6,0.0,12.8,3.617,,,,,,
2025-07-17_130005,,,,,,,VPMI.2025.198.0R5.csv,,,,11.9,0.0,12.8,3.618,,,,,,
