Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr,Rc,Rd,Ri,Hc,Hd,Hi
2025-01-22_202002,112.0,131.0,150.0,1.4,1.6,1.9,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_204007,110.0,118.0,125.0,2.3,2.9,3.4,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_210002,4.0,101.0,139.0,0.8,1.3,2.7,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_212002,74.0,357.0,320.0,1.0,3.2,4.6,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_214007,38.0,59.0,96.0,5.0,6.5,8.8,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_220002,135.0,176.0,215.0,1.2,2.6,3.8,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_222002,99.0,35.0,314.0,1.8,3.3,5.1,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_224006,115.0,136.0,148.0,2.5,3.4,3.8,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_230002,66.0,18.0,344.0,2.0,3.1,5.1,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_232006,137.0,157.0,206.0,0.4,1.8,2.3,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_234002,43.0,51.0,58.0,3.1,5.0,7.1,VPMI.2025.022.0R1.csv,,,,,,,,,,,,,
2025-01-22_000004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_002004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_004004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_010004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_012004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_014004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_020004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_022004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_024004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_030004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_032004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_034004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_040015,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_042004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_044004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_050003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_052003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_054003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_060003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_062003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_064003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_070003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_072003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_074003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_080003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_082003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_084003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_090003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_092003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_094003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_100011,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_102003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_104003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_110004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_112004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_114003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_120003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_122003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_124003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_130004,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_132003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_134010,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_140003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_142003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_144003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_150003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_152003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_154003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_160003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_162003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_164003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_170003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_172003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_174003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_180003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_182003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_184003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_190003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_192003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_194003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_200003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_202003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_204003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_210003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_212003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_214005,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_220003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_222003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_224003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_230003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_232003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_234003,,,,,,,VPMI.2025.022.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-22_000011,,,,,,,VPMI.2025.022.0R5.csv,,,,8.9,0.0,12.6,3.65,,,,,,
2025-01-22_002010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.6,0.0,12.5,3.649,,,,,,
2025-01-22_004010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.3,0.0,12.5,3.649,,,,,,
2025-01-22_010010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.7,0.0,12.5,3.649,,,,,,
2025-01-22_012010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.4,0.0,12.5,3.65,,,,,,
2025-01-22_014010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.6,0.0,12.5,3.65,,,,,,
2025-01-22_020010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.3,0.0,12.5,3.65,,,,,,
2025-01-22_022010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.2,0.0,12.5,3.649,,,,,,
2025-01-22_024010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.0,0.0,12.4,3.649,,,,,,
2025-01-22_030010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.8,0.0,12.4,3.649,,,,,,
2025-01-22_032010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.1,0.0,12.4,3.649,,,,,,
2025-01-22_034010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.8,0.0,12.4,3.65,,,,,,
2025-01-22_040025,,,,,,,VPMI.2025.022.0R5.csv,,,,8.7,0.0,12.4,3.649,,,,,,
2025-01-22_042010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.3,0.0,12.4,3.649,,,,,,
2025-01-22_044010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.5,0.0,12.4,3.65,,,,,,
2025-01-22_050010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.3,0.0,12.4,3.651,,,,,,
2025-01-22_052010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.2,0.0,12.4,3.65,,,,,,
2025-01-22_054010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.0,0.0,12.4,3.65,,,,,,
2025-01-22_060010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.1,0.0,12.4,3.65,,,,,,
2025-01-22_062010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.1,0.0,12.3,3.65,,,,,,
2025-01-22_064010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.0,0.0,12.3,3.65,,,,,,
2025-01-22_070010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.7,0.0,12.3,3.65,,,,,,
2025-01-22_072010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.2,0.0,12.3,3.65,,,,,,
2025-01-22_074010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.9,0.0,12.2,3.649,,,,,,
2025-01-22_080010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.0,0.0,12.2,3.65,,,,,,
2025-01-22_082010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.2,0.0,12.2,3.65,,,,,,
2025-01-22_084010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.4,0.0,12.3,3.651,,,,,,
2025-01-22_090010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.9,0.0,12.2,3.65,,,,,,
2025-01-22_092010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.1,0.0,12.2,3.65,,,,,,
2025-01-22_094010,,,,,,,VPMI.2025.022.0R5.csv,,,,9.3,0.0,12.1,3.65,,,,,,
2025-01-22_100011,,,,,,,VPMI.2025.022.0R5.csv,,,,9.6,0.0,12.2,3.65,,,,,,
2025-01-22_102010,,,,,,,VPMI.2025.022.0R5.csv,,,,8.9,0.0,12.2,3.651,,,,,,
2025-01-22_104010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.0,0.0,12.1,3.65,,,,,,
2025-01-22_110010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.4,0.0,12.2,3.649,,,,,,
2025-01-22_112010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.7,0.0,12.1,3.65,,,,,,
2025-01-22_114010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.0,0.0,12.1,3.651,,,,,,
2025-01-22_120010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.1,0.0,12.1,3.649,,,,,,
2025-01-22_122010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.9,0.0,12.1,3.649,,,,,,
2025-01-22_124010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.3,0.0,12.2,3.65,,,,,,
2025-01-22_130010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.5,0.0,12.2,3.649,,,,,,
2025-01-22_132010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.0,0.0,12.2,3.649,,,,,,
2025-01-22_134010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.6,0.0,12.3,3.651,,,,,,
2025-01-22_140010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.0,0.0,12.4,3.651,,,,,,
2025-01-22_142010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.8,0.0,12.6,3.649,,,,,,
2025-01-22_144010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.3,0.0,12.7,3.65,,,,,,
2025-01-22_150010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.4,0.0,12.7,3.649,,,,,,
2025-01-22_152010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.1,0.0,12.9,3.651,,,,,,
2025-01-22_154010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.1,0.0,13.0,3.65,,,,,,
2025-01-22_160010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.7,0.0,12.9,3.649,,,,,,
2025-01-22_162010,,,,,,,VPMI.2025.022.0R5.csv,,,,14.2,0.0,13.1,3.649,,,,,,
2025-01-22_164010,,,,,,,VPMI.2025.022.0R5.csv,,,,14.8,0.0,13.0,3.649,,,,,,
2025-01-22_170010,,,,,,,VPMI.2025.022.0R5.csv,,,,15.1,0.0,13.0,3.649,,,,,,
2025-01-22_172010,,,,,,,VPMI.2025.022.0R5.csv,,,,14.9,0.0,13.0,3.649,,,,,,
2025-01-22_174010,,,,,,,VPMI.2025.022.0R5.csv,,,,13.8,0.0,13.3,3.649,,,,,,
2025-01-22_180010,,,,,,,VPMI.2025.022.0R5.csv,,,,14.7,0.0,13.1,3.649,,,,,,
2025-01-22_182010,,,,,,,VPMI.2025.022.0R5.csv,,,,14.0,0.0,13.4,3.649,,,,,,
2025-01-22_184010,,,,,,,VPMI.2025.022.0R5.csv,,,,13.5,0.0,13.2,3.649,,,,,,
2025-01-22_190010,,,,,,,VPMI.2025.022.0R5.csv,,,,15.6,0.0,13.3,3.649,,,,,,
2025-01-22_192010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.7,0.0,13.1,3.649,,,,,,
2025-01-22_194010,,,,,,,VPMI.2025.022.0R5.csv,,,,13.5,0.0,13.4,3.65,,,,,,
2025-01-22_200010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.4,0.0,13.2,3.649,,,,,,
2025-01-22_202010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.2,0.0,13.1,3.649,,,,,,
2025-01-22_204010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.6,0.0,12.9,3.65,,,,,,
2025-01-22_210010,,,,,,,VPMI.2025.022.0R5.csv,,,,12.2,0.0,13.1,3.649,,,,,,
2025-01-22_212010,,,,,,,VPMI.2025.022.0R5.csv,,,,11.9,0.0,12.9,3.649,,,,,,
2025-01-22_214009,,,,,,,VPMI.2025.022.0R5.csv,,,,11.7,0.0,12.8,3.65,,,,,,
2025-01-22_220009,,,,,,,VPMI.2025.022.0R5.csv,,,,11.6,0.0,12.7,3.649,,,,,,
2025-01-22_222009,,,,,,,VPMI.2025.022.0R5.csv,,,,11.3,0.0,12.7,3.649,,,,,,
2025-01-22_224009,,,,,,,VPMI.2025.022.0R5.csv,,,,11.1,0.0,12.6,3.649,,,,,,
2025-01-22_230010,,,,,,,VPMI.2025.022.0R5.csv,,,,10.8,0.0,12.6,3.65,,,,,,
2025-01-22_232009,,,,,,,VPMI.2025.022.0R5.csv,,,,11.0,0.0,12.6,3.65,,,,,,
2025-01-22_234009,,,,,,,VPMI.2025.022.0R5.csv,,,,10.8,0.0,12.5,3.649,,,,,,
2025-01-23_000006,92.0,129.0,140.0,1.3,2.6,3.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_002002,15.0,356.0,313.0,3.1,5.7,8.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_004002,8.0,34.0,66.0,3.8,5.4,7.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_010002,44.0,176.0,289.0,0.4,1.2,2.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_012002,18.0,69.0,129.0,3.3,5.2,7.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_014006,104.0,138.0,164.0,2.1,3.9,5.1,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_020002,64.0,334.0,307.0,2.7,4.8,7.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_022002,1.0,14.0,28.0,9.2,10.6,12.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_024002,163.0,186.0,211.0,1.7,2.1,2.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_030006,22.0,63.0,99.0,5.6,10.5,13.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_032012,124.0,135.0,145.0,3.1,3.8,4.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_034002,74.0,41.0,289.0,3.0,7.2,10.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_040002,38.0,50.0,58.0,8.2,10.6,13.1,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_042006,146.0,160.0,186.0,1.9,2.4,3.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_044002,47.0,66.0,81.0,7.8,9.7,12.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_052002,1.0,66.0,142.0,3.9,5.9,9.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_054002,190.0,95.0,349.0,2.1,2.9,4.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_060006,85.0,27.0,271.0,1.4,3.5,6.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_062002,15.0,54.0,79.0,1.9,5.2,10.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_064006,167.0,80.0,357.0,2.4,3.9,5.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_070002,122.0,72.0,303.0,1.6,3.4,5.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_072002,13.0,63.0,142.0,2.9,6.4,9.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_074002,53.0,113.0,145.0,3.5,5.1,8.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_080006,86.0,122.0,138.0,4.0,4.7,6.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_082002,62.0,92.0,120.0,3.2,4.2,4.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_084002,32.0,23.0,348.0,6.1,7.3,9.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_090002,16.0,42.0,80.0,3.3,4.5,6.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_092006,48.0,137.0,177.0,0.6,1.7,3.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_094006,51.0,112.0,140.0,2.9,4.1,6.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_100012,18.0,57.0,176.0,0.7,2.2,3.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_102006,151.0,160.0,172.0,1.3,1.6,2.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_104006,89.0,28.0,329.0,3.2,5.3,6.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_110006,20.0,39.0,82.0,2.3,4.5,6.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_112002,53.0,88.0,104.0,3.2,4.7,5.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_114006,27.0,76.0,115.0,0.9,1.3,1.6,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_120006,109.0,175.0,219.0,1.6,1.9,2.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_122006,104.0,129.0,164.0,1.5,1.7,2.1,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_124006,71.0,143.0,305.0,1.7,3.7,6.6,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_130006,52.0,61.0,82.0,6.5,10.8,12.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_132006,57.0,73.0,115.0,4.0,4.7,5.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_134006,9.0,61.0,115.0,1.8,2.4,3.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_140006,21.0,73.0,174.0,2.5,3.5,7.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_142006,65.0,115.0,134.0,1.3,2.3,2.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_144006,66.0,108.0,146.0,1.2,2.2,3.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_150002,98.0,129.0,147.0,2.3,3.1,4.1,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_152006,133.0,148.0,168.0,1.6,1.9,2.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_154002,39.0,92.0,132.0,3.0,4.2,5.2,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_160006,110.0,117.0,253.0,1.6,4.0,6.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_162006,36.0,97.0,122.0,1.5,2.4,3.1,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_164006,35.0,92.0,138.0,3.4,4.1,4.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_170006,108.0,130.0,149.0,2.7,3.0,3.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_172006,2.0,26.0,63.0,3.6,7.2,11.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_174006,9.0,39.0,64.0,2.8,3.4,4.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_180002,4.0,37.0,87.0,2.8,3.9,4.9,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_182006,56.0,92.0,114.0,1.5,1.6,1.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_184006,12.0,68.0,109.0,2.5,3.8,4.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_190006,52.0,72.0,116.0,1.7,2.6,3.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_192006,100.0,123.0,139.0,2.4,2.9,3.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_194005,84.0,132.0,179.0,0.9,1.8,2.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_200005,74.0,102.0,148.0,1.5,2.8,4.6,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_202005,57.0,95.0,115.0,2.0,3.5,4.8,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_204005,103.0,29.0,346.0,2.5,4.0,6.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_210005,11.0,55.0,103.0,2.4,3.0,3.6,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_212005,20.0,43.0,57.0,2.5,4.5,5.7,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_214005,77.0,123.0,146.0,2.2,3.6,4.4,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_224005,49.0,84.0,123.0,3.9,5.1,6.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_230005,50.0,58.0,68.0,4.4,5.0,6.5,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_232005,27.0,60.0,113.0,1.8,2.8,5.0,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_234005,116.0,124.0,148.0,1.9,2.9,3.3,VPMI.2025.023.0R1.csv,,,,,,,,,,,,,
2025-01-23_000003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_002003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_004003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_010003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_012003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_014003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_020003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_022003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_024003,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_030002,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_032011,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
2025-01-23_034002,,,,,,,VPMI.2025.023.0R2.csv,3.1,53.1,750.3,,,,,,,,,,
