Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr
2024-09-21_182002,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_182002,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_184002,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_184002,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_184002,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_184002,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_184002,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_192002,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.8,,,,
2024-09-21_192002,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.8,,,,
2024-09-21_192002,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.8,,,,
2024-09-21_192002,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.8,,,,
2024-09-21_192002,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.8,,,,
2024-09-21_200003,,,,,,,VPMI.2024.265.0R2.csv,11.8,100.0,747.6,,,,
2024-09-21_200003,,,,,,,VPMI.2024.265.0R2.csv,11.8,100.0,747.6,,,,
2024-09-21_200003,,,,,,,VPMI.2024.265.0R2.csv,11.8,100.0,747.6,,,,
2024-09-21_200003,,,,,,,VPMI.2024.265.0R2.csv,11.8,100.0,747.6,,,,
2024-09-21_200003,,,,,,,VPMI.2024.265.0R2.csv,11.8,100.0,747.6,,,,
2024-09-21_202002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_202002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_202002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_202002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_202002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_204003,,,,,,,VPMI.2024.265.0R2.csv,12.3,100.0,747.4,,,,
2024-09-21_204003,,,,,,,VPMI.2024.265.0R2.csv,12.3,100.0,747.4,,,,
2024-09-21_204003,,,,,,,VPMI.2024.265.0R2.csv,12.3,100.0,747.4,,,,
2024-09-21_204003,,,,,,,VPMI.2024.265.0R2.csv,12.3,100.0,747.4,,,,
2024-09-21_204003,,,,,,,VPMI.2024.265.0R2.csv,12.3,100.0,747.4,,,,
2024-09-21_210002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.3,,,,
2024-09-21_210002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.3,,,,
2024-09-21_210002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.3,,,,
2024-09-21_210002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.3,,,,
2024-09-21_210002,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.3,,,,
2024-09-21_212003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_212003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_212003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_212003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_212003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,747.4,,,,
2024-09-21_214003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.3,,,,
2024-09-21_214003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.3,,,,
2024-09-21_214003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.3,,,,
2024-09-21_214003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.3,,,,
2024-09-21_214003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.3,,,,
2024-09-21_220003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_220003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_220003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_220003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_220003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_222003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_222003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_222003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_222003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_222003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.4,,,,
2024-09-21_224003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.6,,,,
2024-09-21_224003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.6,,,,
2024-09-21_224003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.6,,,,
2024-09-21_224003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.6,,,,
2024-09-21_224003,,,,,,,VPMI.2024.265.0R2.csv,12.6,100.0,747.6,,,,
2024-09-21_230003,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_230003,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_230003,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_230003,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_230003,,,,,,,VPMI.2024.265.0R2.csv,12.7,100.0,748.1,,,,
2024-09-21_232003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,748.1,,,,
2024-09-21_232003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,748.1,,,,
2024-09-21_232003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,748.1,,,,
2024-09-21_232003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,748.1,,,,
2024-09-21_232003,,,,,,,VPMI.2024.265.0R2.csv,12.4,100.0,748.1,,,,
2024-09-21_234003,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_234003,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_234003,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_234003,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_234003,,,,,,,VPMI.2024.265.0R2.csv,12.5,100.0,748.2,,,,
2024-09-21_000009,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.9,3.662
2024-09-21_000009,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.9,3.662
2024-09-21_002008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.8,3.649
2024-09-21_002008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.8,3.649
2024-09-21_004008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.8,3.649
2024-09-21_004008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.8,3.649
2024-09-21_010008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.8,3.649
2024-09-21_010008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.8,3.649
2024-09-21_012008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.8,3.649
2024-09-21_012008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.8,3.649
2024-09-21_014008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.7,3.65
2024-09-21_014008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.7,3.65
2024-09-21_020008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.7,3.649
2024-09-21_020008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.7,3.649
2024-09-21_022008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.7,3.649
2024-09-21_022008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.7,3.649
2024-09-21_024008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.7,3.649
2024-09-21_024008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.7,3.649
2024-09-21_030008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.8,0.0,12.7,3.649
2024-09-21_030008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.8,0.0,12.7,3.649
2024-09-21_032008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.7,3.649
2024-09-21_032008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.7,3.649
2024-09-21_034008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.7,3.649
2024-09-21_034008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.7,0.0,12.7,3.649
2024-09-21_040008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.649
2024-09-21_040008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.649
2024-09-21_042008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.6,3.649
2024-09-21_042008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.6,3.649
2024-09-21_044009,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.651
2024-09-21_044009,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.651
2024-09-21_050008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.649
2024-09-21_050008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.649
2024-09-21_052008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.649
2024-09-21_052008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.649
2024-09-21_054008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.65
2024-09-21_054008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.7,0.0,12.6,3.65
2024-09-21_060008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.649
2024-09-21_060008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.649
2024-09-21_062008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.65
2024-09-21_062008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.65
2024-09-21_064008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.649
2024-09-21_064008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.649
2024-09-21_070008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.649
2024-09-21_070008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.649
2024-09-21_072008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.5,0.0,12.6,3.649
2024-09-21_072008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.5,0.0,12.6,3.649
2024-09-21_074008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.65
2024-09-21_074008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.65
2024-09-21_080008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.649
2024-09-21_080008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.6,0.0,12.6,3.649
2024-09-21_082008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.651
2024-09-21_082008,,,,,,,VPMI.2024.265.0R5.csv,,,,11.8,0.0,12.6,3.651
2024-09-21_084008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.6,3.649
2024-09-21_084008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.6,3.649
2024-09-21_090008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_090008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_092008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_092008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_094008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.5,3.649
2024-09-21_094008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.2,0.0,12.5,3.649
2024-09-21_100008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.0,0.0,12.5,3.649
2024-09-21_100008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.0,0.0,12.5,3.649
2024-09-21_102008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.5,3.649
2024-09-21_102008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.5,3.649
2024-09-21_104008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.0,0.0,12.5,3.65
2024-09-21_104008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.0,0.0,12.5,3.65
2024-09-21_110008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.5,3.649
2024-09-21_110008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.1,0.0,12.5,3.649
2024-09-21_112008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.5,3.65
2024-09-21_112008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.5,3.65
2024-09-21_114008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_114008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.4,0.0,12.5,3.649
2024-09-21_120008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.5,3.649
2024-09-21_120008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.5,3.649
2024-09-21_122008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.6,0.0,12.5,3.649
2024-09-21_122008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.6,0.0,12.5,3.649
2024-09-21_124008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.65
2024-09-21_124008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.65
2024-09-21_130008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.649
2024-09-21_130008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.3,0.0,12.6,3.649
2024-09-21_132008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.6,3.649
2024-09-21_132008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.5,0.0,12.6,3.649
2024-09-21_134008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.2,0.0,12.9,3.651
2024-09-21_134008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.2,0.0,12.9,3.651
2024-09-21_140008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.65
2024-09-21_140008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.65
2024-09-21_142008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.5,0.0,13.6,3.65
2024-09-21_142008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.5,0.0,13.6,3.65
2024-09-21_144008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.0,0.0,13.1,3.65
2024-09-21_144008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.0,0.0,13.1,3.65
2024-09-21_150008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.6,0.0,13.0,3.649
2024-09-21_150008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.6,0.0,13.0,3.649
2024-09-21_152008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.0,0.0,13.2,3.649
2024-09-21_152008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.0,0.0,13.2,3.649
2024-09-21_154008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.1,0.0,13.2,3.65
2024-09-21_154008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.1,0.0,13.2,3.65
2024-09-21_160008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.649
2024-09-21_160008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.649
2024-09-21_162008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.1,3.649
2024-09-21_162008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.1,3.649
2024-09-21_170008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.9,0.0,13.2,3.649
2024-09-21_170008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.9,0.0,13.2,3.649
2024-09-21_172008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.4,0.0,13.4,3.649
2024-09-21_172008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.4,0.0,13.4,3.649
2024-09-21_174008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,13.2,3.649
2024-09-21_174008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,13.2,3.649
2024-09-21_180008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.9,0.0,13.3,3.65
2024-09-21_180008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.9,0.0,13.3,3.65
2024-09-21_182008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.3,0.0,13.4,3.649
2024-09-21_182008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.3,0.0,13.4,3.649
2024-09-21_184008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.1,0.0,13.3,3.649
2024-09-21_184008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.1,0.0,13.3,3.649
2024-09-21_192008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.4,0.0,13.4,3.649
2024-09-21_192008,,,,,,,VPMI.2024.265.0R5.csv,,,,14.4,0.0,13.4,3.649
2024-09-21_200008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.9,0.0,13.1,3.649
2024-09-21_200008,,,,,,,VPMI.2024.265.0R5.csv,,,,12.9,0.0,13.1,3.649
2024-09-21_202008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,13.0,3.649
2024-09-21_202008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,13.0,3.649
2024-09-21_204008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.1,3.635
2024-09-21_204008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.1,3.635
2024-09-21_210008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.649
2024-09-21_210008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.2,3.649
2024-09-21_212008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.0,3.649
2024-09-21_212008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.4,0.0,13.0,3.649
2024-09-21_214008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_214008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_220008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_220008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_222008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.6,0.0,13.0,3.649
2024-09-21_222008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.6,0.0,13.0,3.649
2024-09-21_224008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_224008,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,13.0,3.649
2024-09-21_230007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,12.9,3.649
2024-09-21_230007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.5,0.0,12.9,3.649
2024-09-21_232007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.2,0.0,12.9,3.65
2024-09-21_232007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.2,0.0,12.9,3.65
2024-09-21_234007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,12.8,3.649
2024-09-21_234007,,,,,,,VPMI.2024.265.0R5.csv,,,,13.3,0.0,12.8,3.649
2024-09-22_000002,147.0,161.0,170.0,3.3,3.7,3.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_000002,147.0,161.0,170.0,3.3,3.7,3.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_002002,146.0,169.0,187.0,2.1,2.5,3.1,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_002002,146.0,169.0,187.0,2.1,2.5,3.1,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_004002,142.0,155.0,167.0,4.2,5.0,5.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_004002,142.0,155.0,167.0,4.2,5.0,5.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_010002,138.0,159.0,172.0,2.6,3.3,3.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_010002,138.0,159.0,172.0,2.6,3.3,3.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_012002,133.0,171.0,209.0,4.3,6.4,9.1,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_012002,133.0,171.0,209.0,4.3,6.4,9.1,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_014002,152.0,166.0,177.0,3.7,4.9,6.6,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_014002,152.0,166.0,177.0,3.7,4.9,6.6,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_020002,144.0,174.0,190.0,3.4,3.7,4.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_020002,144.0,174.0,190.0,3.4,3.7,4.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_022002,135.0,147.0,168.0,5.4,6.8,8.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_022002,135.0,147.0,168.0,5.4,6.8,8.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_024002,119.0,149.0,174.0,3.5,5.1,6.6,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_024002,119.0,149.0,174.0,3.5,5.1,6.6,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_030002,137.0,152.0,169.0,3.3,5.6,7.7,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_030002,137.0,152.0,169.0,3.3,5.6,7.7,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_032002,150.0,180.0,201.0,5.7,7.1,8.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_032002,150.0,180.0,201.0,5.7,7.1,8.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_034002,144.0,164.0,173.0,3.8,5.4,6.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_034002,144.0,164.0,173.0,3.8,5.4,6.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_040002,148.0,173.0,207.0,3.2,4.6,6.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_040002,148.0,173.0,207.0,3.2,4.6,6.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_042002,177.0,188.0,200.0,4.3,5.1,5.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_042002,177.0,188.0,200.0,4.3,5.1,5.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_044002,152.0,162.0,171.0,5.2,5.9,6.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_044002,152.0,162.0,171.0,5.2,5.9,6.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_050002,149.0,164.0,183.0,3.7,4.3,4.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_050002,149.0,164.0,183.0,3.7,4.3,4.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_052002,129.0,153.0,171.0,6.0,8.4,10.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_052002,129.0,153.0,171.0,6.0,8.4,10.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_054002,141.0,155.0,169.0,4.1,5.2,6.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_054002,141.0,155.0,169.0,4.1,5.2,6.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_060002,152.0,174.0,187.0,2.7,3.2,4.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_060002,152.0,174.0,187.0,2.7,3.2,4.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_062002,119.0,155.0,176.0,5.0,8.6,11.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_062002,119.0,155.0,176.0,5.0,8.6,11.8,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_064002,125.0,147.0,169.0,4.6,6.8,8.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_064002,125.0,147.0,169.0,4.6,6.8,8.5,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_070002,161.0,175.0,212.0,4.6,5.3,6.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_070002,161.0,175.0,212.0,4.6,5.3,6.3,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_072002,155.0,168.0,177.0,4.1,5.0,5.7,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_072002,155.0,168.0,177.0,4.1,5.0,5.7,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_074002,128.0,155.0,175.0,4.8,6.2,7.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_074002,128.0,155.0,175.0,4.8,6.2,7.9,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_080008,147.0,162.0,172.0,4.0,4.9,6.0,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_080008,147.0,162.0,172.0,4.0,4.9,6.0,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_082002,136.0,183.0,209.0,3.7,4.5,6.0,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_082002,136.0,183.0,209.0,3.7,4.5,6.0,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_084002,148.0,162.0,180.0,4.8,6.3,7.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_084002,148.0,162.0,180.0,4.8,6.3,7.2,VPMI.2024.266.0R1.csv,,,,,,,
2024-09-22_090002,150.0,163.0,172.0,6.4,7.3,8.6,VPMI.2024.266.0R1.csv,,,,,,,
